Patron,Card Barcode,Year Joined,Patron Phone,Book Barcode,Title,Year,Author,Author Year,Publisher,Publisher Phone,Checkout,Due,Returned
Coretta Mooney,8375732996263512360156923,2008,1-013-516-5139,9975851684125475529882406,From Beirut to Jerusalem,1825,"Friedman, Thomas",1666,O'Reilly,1-122-313-8760,2458249.5,2458273.5,1
Delena Sullivan,8498351372896461272725085,2009,(045) 577-7192,6482685464497031458745641,Data Analysis with Open Source Tools,1318,"Janert, Phillip",1622,Dell,+1-(172)-750-1157,2458121.5,2458124.5,1
Yanira Wheeler,2357667128359497769894125,1997,+1-(102)-891-7197,0987056257600631162519497,Jurassic Park,1434,"Crichton, Michael",1655,Picador,+1-(351)-688-5454,2458139.5,2458177.5,1
Drew Gonzalez,5376103477720243579162264,1979,(412) 666-0506,5251774705257773490423642,"Signal and the Noise, The",1258,"Silver, Nate",1469,Prentice Hall,1-047-873-5865,2458192.5,2458196.5,1
Tam Zamora,4082557406318658168661086,2005,(369) 034-2493,8147061325345596504368118,Identity & Violence,1520,"Sen, Amartya",1705,Orient Blackswan,552-486-8974,2458272.5,2458278.5,1
Zane Irwin,2896552070462588416602920,1986,1-302-958-5583,5076152727802197412239691,"Hidden Connections, The",1614,"Capra, Fritjof",1934,HighStakes,218.696.0130,2458155.5,2458176.5,1
Kimberli Schneider,6184216428042109495488267,1984,761.990.5356,0695999903980220894512576,Image Processing with MATLAB,1058,"Eddins, Steve",1976,Random House,502.110.3821,2458220.5,2458230.5,1
Bryan David,0557932438548234219826200,2004,1-581-451-6359,0481675162454250625677300,In a Free State,1934,"Naipaul, V. S.",1867,Hyperion,882.640.9487,2458254.5,2458261.5,1
Irvin Rivera,4756416611975552524550569,1981,(925) 773-4993,8557700143548366680474476,Data Mining Handbook,1439,"Nisbet, Robert",1538,Bodley Head,(172) 571-4178,2458209.5,2458211.5,1
Drew Gonzalez,5376103477720243579162264,1979,(412) 666-0506,8004365132108148368881100,Empire of the Mughal - The Serpent's Tooth,1667,"Rutherford, Alex",1765,Springer,(279) 282-8193,2458311.5,2458314.5,1
Donetta Mcdonald,9610688376985651779371613,1971,1-428-201-3380,7824383693444894270615813,Angels & Demons,1241,"Brown, Dan",1404,HarperCollins,(158) 998-2435,2458262.5,2458274.5,1
Jere Walker,8086577402953859803185252,2006,(803) 887-2176,1742287310439411841087020,Birth of a Theorem,1511,"Villani, Cedric",1748,vikas,084-702-6767,2458129.5,2458154.5,1
Mose Chambers,7900253221375390247431920,2007,1-631-997-5729,0210392545156733513141833,"Brethren, The",1935,"Grisham, John",1955,Random House,502.110.3821,2458212.5,2458230.5,1
Deedra Whitfield,5929004553169235536637630,1972,1-929-909-6988,1057220857192539484375934,"Code Book, The",1897,"Singh, Simon",1772,FreePress,890.262.9357,2458176.5,2458193.5,1
Lynwood Reeves,0907606975184617701246876,1999,052-558-9557,5061877502211952649965425,"Grapes of Wrath, The",1227,"Steinbeck, John",1733,vikas,084-702-6767,2458215.5,2458224.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,9637898000766474471407248,Jim Corbett Omnibus,1014,"Corbett, Jim",1667,Rupa,695-251-0415,2458307.5,2458308.5,1
Jewell Lyons,3674481301646116839144082,2010,357.200.5882,5462190526735515035577108,Down and Out in Paris & London,1221,"Orwell, George",1589,Prentice Hall,1-047-873-5865,2458132.5,2458141.5,1
Ethyl Huber,2170456213913206867221432,1981,1-171-535-4717,2089610412283717746396051,Bookless in Baghdad,1734,"Tharoor, Shashi",1790,Elsevier,359.226.5396,2458302.5,2458315.5,1
Zane Irwin,2816080189446391139436214,1994,980.467.8497,3881081336089759444045878,Eyeless in Gaza,1535,"Huxley, Aldous",1515,Fontana,326.658.5696,2458124.5,2458135.5,1
Lynwood Reeves,0907606975184617701246876,1999,052-558-9557,2507564347749904697190205,Free Will,1983,"Harris, Sam",1510,Transworld,1-291-560-4782,2458239.5,2458286.5,1
Ramiro Brown,5877521440081394399419735,2013,+1-(549)-851-9635,1293707574979654010961485,Girl with the Dragon Tattoo,1688,"Larsson, Steig",1938,CRC,+1-(724)-740-6946,2458211.5,2458221.5,1
Elbert David,4637234555376358487055887,2013,1-472-109-7436,8282800263225507455213931,"Age of Wrath, The",1507,"Eraly, Abraham",1931,Springer,(279) 282-8193,2458207.5,2458248.5,1
Martin Lowe,7000578059379359669442274,1997,+1-(477)-925-1033,1057220857192539484375934,"Code Book, The",1897,"Singh, Simon",1772,FreePress,890.262.9357,2458306.5,2458312.5,1
Donetta Mcdonald,9610688376985651779371613,1971,1-428-201-3380,0094737076072786125224165,Machine Learning for Hackers,1533,"Conway, Drew",1924,Penguin,824.149.4511,2458259.5,2458270.5,1
Erik Daugherty,4365231141253166525953820,1976,1-944-254-5205,8808290969501732972037495,Ayn Rand Answers,1138,"Rand, Ayn",1805,Penguin,824.149.4511,2458271.5,2458276.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,2775330148287622676414789,Animal Farm,1512,"Orwell, George",1589,Fontana,326.658.5696,2458243.5,2458279.5,1
Ramiro Brown,5877521440081394399419735,2013,+1-(549)-851-9635,6680005445220912378392147,"Courtroom Genius, The",1285,Sorabjee,1697,Routledge,+1-(476)-431-0927,2458140.5,2458142.5,1
Mee Estes,5541978677490166708910541,1972,171-315-0011,0255102203697515780260356,Bookless in Baghdad,1413,"Tharoor, Shashi",1790,Pan,1-663-594-1588,2458131.5,2458139.5,1
Emelia Bryan,4676965825837310239279272,1972,(971) 534-8744,5322696957179073122788241,Econometric Analysis,1776,"Greene, W. H.",1993,Picador,+1-(351)-688-5454,2458207.5,2458266.5,1
Loura Sullivan,2142642943213476330171280,1994,953.437.6188,6671198451576441138518595,Mossad,1027,"Baz-Zohar, Michael",1544,Random,+1-(530)-757-4100,2458159.5,2458174.5,1
Drew Gonzalez,5376103477720243579162264,1979,(412) 666-0506,4387756591438419086929855,Empire of the Mughal - The Serpent's Tooth,1536,"Rutherford, Alex",1765,CRC,+1-(724)-740-6946,2458203.5,2458209.5,1
Debera O'brien,6214363074495132443186434,1970,514-466-6139,0760343663492779295011578,Radiowaril Bhashane & Shrutika,1023,"Deshpande, P L",1545,Pan,1-663-594-1588,2458172.5,2458198.5,1
Gus Osborn,2484494513105041833102568,2002,+1-(722)-011-9042,3328777470693537419084126,India from Midnight to Milennium,1970,"Tharoor, Shashi",1790,O'Reilly,1-122-313-8760,2458252.5,2458254.5,1
France Tucker,0591816218593958416466566,1998,1-755-712-2238,3621639154552372753157092,Girl who kicked the Hornet's Nest,1877,"Larsson, Steig",1938,vikas,084-702-6767,2458281.5,2458318.5,1
Sarina Burke,0235356710463171343109006,1972,(928) 158-6622,0681599042776708398779695,Superfreakonomics,1800,"Dubner, Stephen",1810,Pan,1-663-594-1588,2458123.5,2458137.5,1
Emery Byrd,6559549596782707989229204,1971,(463) 978-2687,1531268548524308381135283,"Idea of Justice, The",1684,"Sen, Amartya",1705,Random,+1-(530)-757-4100,2458492.5,2458499.5,0
Zane Irwin,2816080189446391139436214,1994,980.467.8497,6719544155124439592698148,Zen & The Art of Motorcycle Maintenance,1012,"Pirsig, Robert",1643,CRC,+1-(724)-740-6946,2458282.5,2458293.5,1
Matt Hurst,3241180046098034750673298,2016,(506) 673-5347,9372717588977298141283509,"Last Lecture, The",1503,"Pausch, Randy",1468,Fontana,326.658.5696,2458292.5,2458317.5,1
Jc Ratliff,5590283029754282816780572,1987,+1-(448)-483-3507,4065458199739908377635787,Textbook of Economic Theory,1610,"Stonier, Alfred",1849,Elsevier,359.226.5396,2458130.5,2458139.5,1
Gordon Dawson,8385857141919853130101626,1997,(429) 451-2686,8514417820144957939619519,Free Will,1949,"Harris, Sam",1510,FreePress,890.262.9357,2458306.5,2458311.5,1
Karmen Knox,1532751081865920834277724,1991,(574) 470-3461,4576724362284897215705768,Statistical Decision Theory',1008,"Pratt, John",1948,Transworld,1-291-560-4782,2458204.5,2458212.5,1
Danyel Winters,1551957181361566363953067,1987,1-421-512-6368,6081119165293000084265840,"Arthashastra, The",1961,Kautiyla,1731,Pocket,(933) 603-7079,2458177.5,2458188.5,1
Chadwick Chambers,9204132089265988229733675,1985,(379) 269-4196,5444615593882714413204137,20000 Leagues Under the Sea,1018,"Verne, Jules",1455,Orient Blackswan,552-486-8974,2458147.5,2458214.5,1
Jewell Lyons,1866134911332639698558639,1972,373-128-8347,5674674769120292864975949,"Brethren, The",1656,"Grisham, John",1955,Mauj,(281) 493-2802,2458181.5,2458182.5,1
Donetta Mcdonald,9610688376985651779371613,1971,1-428-201-3380,0448954527769308427891891,Char Shabda,1649,"Deshpande, P L",1545,HBA,210.406.2584,2458211.5,2458257.5,1
Dong Russell,6781424783535223369763430,2000,(369) 967-4118,4240779004573210933173897,Talking Straight,1511,"Iacoca, Lee",1432,Penguin,824.149.4511,2458264.5,2458278.5,1
Jewell Lyons,1866134911332639698558639,1972,373-128-8347,1161305709358950110566730,Once There Was a War,1492,"Steinbeck, John",1733,Routledge,+1-(476)-431-0927,2458123.5,2458142.5,1
Trent Turner,3333307133453377475757611,1971,1-558-908-9420,7963687913236708963087102,Talking Straight,1331,"Iacoca, Lee",1432,HighStakes,218.696.0130,2458305.5,2458311.5,1
Sydney Richmond,4022335375794614600991850,1989,(836) 884-0853,1138571400054211416202760,Crime and Punishment,1442,"Dostoevsky, Fyodor",1591,CRC,+1-(724)-740-6946,2458143.5,2458172.5,1
Mee Estes,5541978677490166708910541,1972,171-315-0011,5738297797597957215726668,Talking Straight,1604,"Iacoca, Lee",1432,Random House,502.110.3821,2458232.5,2458256.5,1
Marth Rios,3297401549040544850673714,2001,+1-(403)-235-0591,4457958191440903932368947,Men of Mathematics,1124,"Bell, E T",1883,O'Reilly,1-122-313-8760,2458130.5,2458131.5,1
Ramiro Brown,5877521440081394399419735,2013,+1-(549)-851-9635,0594593486373267497912585,"Pillars of the Earth, The",1612,"Follett, Ken",1559,Pan,1-663-594-1588,2458282.5,2458306.5,1
Damon Wilcox,0978988811374945714447886,1998,735-605-9155,4843092544137664721986968,"Case of the Lame Canary, The",1292,"Gardner, Earle Stanley",1919,Pan,1-663-594-1588,2458180.5,2458222.5,1
Theola Flowers,5460282786346486873785483,2001,+1-(378)-844-2783,1715834686535627319955484,Dylan on Dylan,1474,"Dylan, Bob",1443,Random,+1-(530)-757-4100,2458146.5,2458186.5,1
France Odom,1654932546761794379116424,1981,1-589-940-8952,2296355096833211809872939,Rationality & Freedom,1437,"Sen, Amartya",1705,Pan,1-663-594-1588,2458519.5,2458526.5,0
Yanira Wheeler,1195094781883833145765974,2015,248-054-7644,0201121873457972198418506,Statistical Decision Theory',1749,"Pratt, John",1948,HighStakes,218.696.0130,2458244.5,2458272.5,1
Lawerence Marks,9038345780945157307609335,1992,992-344-1311,5328138095223931391768799,Radiowaril Bhashane & Shrutika,1897,"Deshpande, P L",1545,FreePress,890.262.9357,2458141.5,2458190.5,1
Yanira Wheeler,4727498535203287930603641,2003,+1-(996)-216-1891,1877389714609358455008700,Data Scientists at Work,1565,Sebastian Gutierrez,1418,Wiley,024-858-6102,2458276.5,2458291.5,1
Lynna Finch,5982102087757630126641232,2017,1-572-598-9027,7678943068655048615663892,New Markets & Other Essays,1448,"Drucker, Peter",1512,Springer,(279) 282-8193,2458272.5,2458286.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,2725196200795278127927345,"Winter of Our Discontent, The",1009,"Steinbeck, John",1733,vikas,084-702-6767,2458262.5,2458263.5,1
Elbert David,4637234555376358487055887,2013,1-472-109-7436,1296174474943930377711515,"History of England, Foundation",1571,"Ackroyd, Peter",1516,HighStakes,218.696.0130,2458177.5,2458224.5,1
Alonzo Crawford,3941136294053688766036728,1981,1-811-700-9337,2952312500538643638705888,"Cathedral and the Bazaar, The",1727,"Raymond, Eric",1727,Springer,(279) 282-8193,2458204.5,2458214.5,1
Mikel Merritt,9453203636282874762776000,1987,507.908.3739,4058335000503799275628718,Doctor in the Nude,1493,"Gordon, Richard",1845,MIT Press,+1-(514)-735-5947,2458146.5,2458156.5,1
Lynna Finch,5982102087757630126641232,2017,1-572-598-9027,6442031808666883824987913,"Raisin in the Sun, A",1568,"Hansberry, Lorraine",1966,Random House,502.110.3821,2458218.5,2458228.5,1
Wade Gaines,6945025963981238672782685,1984,+1-(726)-673-3696,4723280022168979011478341,Doctor in the Nude,1533,"Gordon, Richard",1845,Elsevier,359.226.5396,2458307.5,2458314.5,1
Marth Rios,3297401549040544850673714,2001,+1-(403)-235-0591,9606614802715710602552066,Python for Data Analysis,1339,"McKinney, Wes",1430,Bodley Head,(172) 571-4178,2458131.5,2458142.5,1
Harvey Hopkins,7082077589814192654667622,2011,274-929-3335,8250607076739451683971971,We the Living,1370,"Rand, Ayn",1805,O'Reilly,1-122-313-8760,2458239.5,2458240.5,1
Irmgard Harding,5167849246197346073040370,1994,1-235-585-9499,2352610464613094304227652,Data Mining Handbook,1284,"Nisbet, Robert",1538,FreePress,890.262.9357,2458265.5,2458266.5,1
Jewell Lyons,3674481301646116839144082,2010,357.200.5882,3898989798023778578494389,Identity & Violence,1840,"Sen, Amartya",1705,Hyperion,882.640.9487,2458237.5,2458243.5,1
Ethyl Huber,2170456213913206867221432,1981,1-171-535-4717,0695999903980220894512576,Image Processing with MATLAB,1058,"Eddins, Steve",1976,Random House,502.110.3821,2458251.5,2458254.5,1
Gerald Roberts,9960311807383440268126404,1978,861.515.6683,1981329493451516963538237,Simpsons & Their Mathematical Secrets,1108,"Singh, Simon",1772,Penguin,824.149.4511,2458304.5,2458311.5,1
Irvin Rivera,4756416611975552524550569,1981,(925) 773-4993,8446912792505411540193674,Girl with the Dragon Tattoo,1793,"Larsson, Steig",1938,Wiley,024-858-6102,2458253.5,2458276.5,1
Zane Irwin,2816080189446391139436214,1994,980.467.8497,6119406686960437284423323,Jim Corbett Omnibus,1898,"Corbett, Jim",1667,Apress,836.632.0273,2458127.5,2458131.5,1
Galen Avila,5787305952412130995298711,1971,1-214-659-0713,9778913917421270710667640,"Judge, The",1859,Mark Jacobson,1458,HarperCollins,(158) 998-2435,2458291.5,2458293.5,1
Sydney Richmond,4022335375794614600991850,1989,(836) 884-0853,1177675969980582997582715,Men of Mathematics,1599,"Bell, E T",1883,Pocket,(933) 603-7079,2458253.5,2458265.5,1
Isaiah Beck,7803288748820769600627526,2016,762.624.1992,2578836023034639986738908,Batatyachi Chal,1425,Deshpande P L,1849,Penguin,824.149.4511,2458212.5,2458214.5,1
Josef Suarez,5062216475407120681295148,1997,1-833-273-5807,5417941883156766188067012,Machine Learning for Hackers,1861,"Conway, Drew",1924,Mauj,(281) 493-2802,2458188.5,2458201.5,1
Lenard Olson,1475803681005173075801362,1984,+1-(042)-850-6468,8713616978316577218379991,Return of the Primitive,1445,"Rand, Ayn",1805,Rupa,695-251-0415,2458159.5,2458175.5,1
Coretta Mooney,8375732996263512360156923,2008,1-013-516-5139,5762546326788180600143072,"Theory of Everything, The",1481,"Hawking, Stephen",1440,vikas,084-702-6767,2458133.5,2458145.5,1
Debera O'brien,6214363074495132443186434,1970,514-466-6139,4065458199739908377635787,Textbook of Economic Theory,1610,"Stonier, Alfred",1849,Elsevier,359.226.5396,2458555.5,2458562.5,0
Meg Preston,4325970820176813063340730,2000,405.825.7924,0729890044785026822296282,Data Smart,1448,"Foreman, John",1792,Hyperion,882.640.9487,2458173.5,2458220.5,1
Galen Avila,5787305952412130995298711,1971,1-214-659-0713,8139261200732478538135065,Machine Learning for Hackers,1996,"Conway, Drew",1924,TMH,1-239-558-4462,2458188.5,2458236.5,1
Asa Small,9637502981006384207558569,1971,1-240-960-8564,0760343663492779295011578,Radiowaril Bhashane & Shrutika,1023,"Deshpande, P L",1545,Pan,1-663-594-1588,2458266.5,2458292.5,1
Lenard Olson,1475803681005173075801362,1984,+1-(042)-850-6468,8076790847218857511107993,"Last Mughal, The",1418,"Dalrymple, William",1795,vikas,084-702-6767,2458125.5,2458142.5,1
Barney Hart,5128664476629915847604278,1982,959.342.6988,9734388541509833594783611,O Jerusalem!,1556,"Lapierre, Dominique",1804,Random,+1-(530)-757-4100,2458132.5,2458135.5,1
Delta Madden,3182092287621293391012318,1982,100-265-1517,6604369485440659823642718,"Great War for Civilization, The",1233,"Fisk, Robert",1594,Hyperion,882.640.9487,2458171.5,2458182.5,1
Irvin Rivera,4756416611975552524550569,1981,(925) 773-4993,0638163737402640701490810,Hafasavnuk,1629,Deshpande P L,1849,Orient Blackswan,552-486-8974,2458226.5,2458231.5,1
Debera O'brien,6214363074495132443186434,1970,514-466-6139,8808290969501732972037495,Ayn Rand Answers,1138,"Rand, Ayn",1805,Penguin,824.149.4511,2458128.5,2458139.5,1
Barney Hart,5128664476629915847604278,1982,959.342.6988,3103850133867804047293393,"Last Lecture, The",1935,"Pausch, Randy",1468,Elsevier,359.226.5396,2458246.5,2458250.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,1240627356415480449404610,"Raisin in the Sun, A",1371,"Hansberry, Lorraine",1966,BBC,(277) 273-2102,2458131.5,2458151.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,0866035354510695943255866,"Theory of Everything, The",1792,"Hawking, Stephen",1440,HBA,210.406.2584,2458186.5,2458227.5,1
Lonny Duffy,1315125572084926153778412,2012,773-202-5135,8693700854754052665289978,Superfreakonomics,1214,"Dubner, Stephen",1810,Dell,+1-(172)-750-1157,2458130.5,2458213.5,1
Lawerence Marks,9038345780945157307609335,1992,992-344-1311,4340154389126473249771585,Unpopular Essays,1863,"Russell, Bertrand",1901,Jaico,253.778.3477,2458270.5,2458284.5,1
Gerald Roberts,9960311807383440268126404,1978,861.515.6683,1715834686535627319955484,Dylan on Dylan,1474,"Dylan, Bob",1443,Random,+1-(530)-757-4100,2458311.5,2458318.5,1
Alton Stokes,3417298192108140969606917,1999,228.343.5668,7740799262043214240478751,"Hidden Connections, The",1118,"Capra, Fritjof",1934,Elsevier,359.226.5396,2458243.5,2458248.5,1
Lenard Olson,1475803681005173075801362,1984,+1-(042)-850-6468,2010406100900237874218764,"Age of Discontuinity, The",1293,"Drucker, Peter",1512,FreePress,890.262.9357,2458256.5,2458263.5,1
Jc Ratliff,5590283029754282816780572,1987,+1-(448)-483-3507,7346138932877478720535163,India's Legal System,1268,Nariman,1865,FreePress,890.262.9357,2458306.5,2458315.5,1
Eric Cortez,5432964453766222884786171,2014,064-090-3468,0136520952729149275259563,Jurassic Park,1241,"Crichton, Michael",1655,Springer,(279) 282-8193,2458184.5,2458189.5,1
Alonzo Crawford,3941136294053688766036728,1981,1-811-700-9337,2867462894162494104194621,Free Will,1996,"Harris, Sam",1510,Simon&Schuster,1-242-414-8385,2458192.5,2458207.5,1
Matt Hurst,3241180046098034750673298,2016,(506) 673-5347,9338661588822368018087118,"Age of Wrath, The",1035,"Eraly, Abraham",1931,Jaico,253.778.3477,2458309.5,2458316.5,1
Lawerence Marks,9038345780945157307609335,1992,992-344-1311,7573521434465242043399594,Broca's Brain,1514,"Sagan, Carl",1487,FreePress,890.262.9357,2458171.5,2458175.5,1
Reynaldo Malone,9513351377461751446473441,2006,(652) 661-9259,0994364650030015635510347,Jim Corbett Omnibus,1241,"Corbett, Jim",1667,Transworld,1-291-560-4782,2458121.5,2458145.5,1
Bernetta Hewitt,7462062715787506691998431,2003,+1-(272)-958-2247,0792489257719877847615347,All the President's Men,1788,"Woodward, Bob",1411,Fontana,326.658.5696,2458253.5,2458265.5,1
